Region,Country code,Country,Year,Income group,"Enrol. tert. per 100,000 inh",Enrol. tert. all programs,GDP per capita,"GDP per capita, PPP",Government expend. on edu as % of GDP (%),Government expend. on tert. edu as % of GDP (%),Government expend. per tert. studet as % of GDP (%),Internet users,Population growth,Population age for tert. edu.,"Population, total"
Europe & Central Asia,FIN,Finland,2011,High income: OECD,5714.353515625,308336.0,50790.7241454801,40683.5275821703,6.47770023345947,2.07575011253357,36.2744789123535,88.70999491,0.463558707499131,322521.0,5388272.0
Europe & Central Asia,FIN,Finland,2012,High income: OECD,5694.8251953125,308924.0,47415.5598711351,40620.176066035,7.18510007858276,2.05452990531921,36.0060882568359,89.87999797,0.475809486683209,331177.0,5413971.0
Europe & Central Asia,FIN,Finland,2013,High income: OECD,5666.70703125,309009.0,49638.0771298139,41293.5157728524,7.17039012908936,2.01324009895325,35.3320007324219,91.5144,0.460723772785295,339325.0,5438972.0
Europe & Central Asia,FIN,Finland,2014,High income: OECD,5585.748046875,306080.0,49914.6186421589,41511.7502577757,7.16809988021851,,35.6383399963379,86.53039275,0.413560207519414,345184.0,5461512.0
Europe & Central Asia,FIN,Finland,2015,High income: OECD,,302478.0,42419.5655667694,42289.3645670583,,,,86.42213333,0.329383885818507,346522.0,5479531.0
Europe & Central Asia,FRA,France,2010,High income: OECD,3565.845703125,2245097.0,40703.3427911985,36026.982564473,5.67910003662109,1.28605997562408,37.1903686523438,77.28,0.494037458783112,3930005.0,65027512.0
Europe & Central Asia,FRA,France,2011,High income: OECD,3571.21069335938,2259448.0,43810.200880127,37457.2842867589,5.51392984390259,1.25701999664307,36.2944602966309,77.81999899,0.483644884690839,3893923.0,65342776.0
Europe & Central Asia,FRA,France,2012,High income: OECD,3612.71411132813,2296306.0,40838.024436834,37645.3102785969,5.52535009384155,1.23637998104095,35.3527984619141,81.44,0.483982304297933,3827966.0,65659790.0
Europe & Central Asia,FRA,France,2013,High income: OECD,3662.232421875,2338135.0,42554.1220542413,39487.8385578404,5.49299001693726,,35.0585899353027,81.9198,0.514636135094398,3762273.0,65998570.0
Europe & Central Asia,FRA,France,2014,High income: OECD,3725.56689453125,2388880.0,42955.2428655883,40221.3854206221,,,,83.75,0.503871197237277,3709990.0,66331957.0
Europe & Central Asia,FRA,France,2015,High income: OECD,,,36526.7701083069,41178.141818639,,,,84.6945,0.439410654779496,,66624068.0
Europe & Central Asia,FRO,Faeroe Islands,2010,High income: nonOECD,,,47397.9029229641,,,,,75.2,0.0679942746172886,,48550.0
Europe & Central Asia,FRO,Faeroe Islands,2011,High income: nonOECD,,,50789.0486039991,,,,,80.7321728,0.11939316760284,,48608.0
Europe & Central Asia,FRO,Faeroe Islands,2012,High income: nonOECD,,,48421.8030715067,,,,,85.33518924,0.119250790290035,,48666.0
Europe & Central Asia,FRO,Faeroe Islands,2013,High income: nonOECD,,,53612.8250038773,,,,,90.0,0.16630227724863,,48747.0
Europe & Central Asia,FRO,Faeroe Islands,2014,High income: nonOECD,,,57543.6690591516,,,,,93.3,0.194694135627489,,48842.0
Europe & Central Asia,FRO,Faeroe Islands,2015,High income: nonOECD,,,50581.9684915586,,,,,94.2,0.25151587277339,,48965.0
Europe & Central Asia,GBR,United Kingdom,2010,High income: OECD,3953.01025390625,2479197.0,38893.0184937365,35909.7991503398,5.80666017532349,0.973940014839172,23.9219303131104,85.0,0.783888646646516,4197265.0,62766365.0
Europe & Central Asia,GBR,United Kingdom,2011,High income: OECD,3945.67553710938,2492284.0,41412.3492395708,36607.9810897257,5.70902013778687,1.27323997020721,31.7212791442871,85.37999855,0.781677289298684,4225219.0,63258918.0
Europe & Central Asia,GBR,United Kingdom,2012,High income: OECD,3925.80004882813,2495779.0,41790.7791407408,37705.5942229818,,,,87.47999842,0.695315842711388,4214196.0,63700300.0
Europe & Central Asia,GBR,United Kingdom,2013,High income: OECD,3731.02124023438,2386199.0,42724.0678844007,39308.1345662744,5.63618993759155,1.36233997344971,36.1546897888184,89.8441,0.669533807456598,4195874.0,64128226.0
Europe & Central Asia,GBR,United Kingdom,2014,High income: OECD,3657.52124023438,2352932.75,46783.4692171284,41034.9191494398,5.73448991775513,,38.0293884277344,91.61,0.753349499398544,4166196.0,64613160.0
Europe & Central Asia,GBR,United Kingdom,2015,High income: OECD,,,44305.5546320834,42124.6518920207,5.68426990509033,,,92.0003,0.794967909295267,,65128861.0
Europe & Central Asia,GEO,Georgia,2010,Lower middle income,2486.88745117188,105696.0,2964.47703373088,6597.56854892246,,,,26.9,-1.31580845775111,365456.0,3926000.0
Europe & Central Asia,GEO,Georgia,2011,Lower middle income,2634.56713867188,110557.0,3725.06322121592,7315.0908976643,2.69621992111206,0.300909996032715,10.5468101501465,31.52,-1.3075433048959,354590.0,3875000.0
Europe & Central Asia,GEO,Georgia,2012,Lower middle income,2401.01293945313,99376.0,4142.8691753655,8026.50718674542,1.98330998420715,0.380219995975494,14.6346302032471,36.94,-1.29871955268112,340219.0,3825000.0
Europe & Central Asia,GEO,Georgia,2013,Lower middle income,2761.53662109375,112746.0,4274.37685702961,8541.81225964198,,,,43.3,-1.28932189952449,324429.0,3776000.0
Europe & Central Asia,GEO,Georgia,2014,Lower middle income,2997.0205078125,120923.0,4429.65007451491,9216.32487569483,,,,44.0,-1.30616277861329,308645.0,3727000.0
Europe & Central Asia,GEO,Georgia,2015,Lower middle income,,127633.0,3764.64091159037,9629.20072005885,,,,47.56975964,-0.265982612716282,293953.0,3717100.0
Europe & Central Asia,GRC,Greece,2010,High income: OECD,5742.28125,641844.0,26917.7589787254,28202.8333605299,,,,44.4,0.128880432668041,624782.0,11121341.0
Europe & Central Asia,GRC,Greece,2011,High income: OECD,5924.30908203125,660741.0,25916.2935289351,26141.3195918975,,,,51.64999517,-0.147951277402184,612770.0,11104899.0
Europe & Central Asia,GRC,Greece,2012,High income: OECD,5974.06103515625,663698.0,22242.681934771,25284.4640766238,,,,55.06999344,-0.540752950543684,601922.0,11045011.0
Europe & Central Asia,GRC,Greece,2013,High income: OECD,5963.583984375,659284.0,21874.8195041667,26097.8719008736,,,,59.8663,-0.725120806658085,598464.0,10965211.0
Europe & Central Asia,GRC,Greece,2014,High income: OECD,,677429.0,21760.9797994918,26536.8873543287,,,,63.21,-0.666113290031891,594905.0,10892413.0
Europe & Central Asia,GRC,Greece,2015,High income: OECD,,,18070.7767788584,26450.1316144523,,,,66.835,-0.658861360878339,,10820883.0
Europe & Central Asia,GRL,Greenland,2010,High income: nonOECD,,,40532.5081049666,,,,,63.0,1.02802332572502,,56905.0
Europe & Central Asia,GRL,Greenland,2011,High income: nonOECD,,,44212.4411398304,,,,,64.0,-0.0263631971297131,,56890.0
Europe & Central Asia,GRL,Greenland,2012,High income: nonOECD,,,42398.6336725626,,,,,64.8960101,-0.14072121935205,,56810.0
Europe & Central Asia,GRL,Greenland,2013,High income: nonOECD,,,43967.1501550467,,,,,65.8,-0.577265864735276,,56483.0
Europe & Central Asia,GRL,Greenland,2014,High income: nonOECD,,,45317.1142867938,,,,,66.7,-0.333398666658893,,56295.0
Europe & Central Asia,GRL,Greenland,2015,High income: nonOECD,,,39569.1057905441,,,,,67.60044348,-0.322038549275343,,56114.0
Europe & Central Asia,HRV,Croatia,2010,High income: nonOECD,3471.6923828125,149853.0,13505.7458630323,19205.437355706,4.25269985198975,0.778829991817474,22.9604091644287,56.55,-0.255390215675652,274093.0,4417781.0
Europe & Central Asia,HRV,Croatia,2011,High income: nonOECD,3578.73974609375,153960.0,14539.1842057182,20704.3087079601,4.15279006958008,0.921280026435852,25.6147708892822,57.78997899,,264662.0,4280622.0
Europe & Central Asia,HRV,Croatia,2012,High income: nonOECD,3668.96313476563,157289.0,13235.9775701749,21132.995844394,,,,61.93997315,-0.305655944795909,255061.0,4267558.0
Europe & Central Asia,HRV,Croatia,2013,High income: nonOECD,,164623.0,13574.7400890627,21681.0856589936,4.58160018920898,,25.9189891815186,66.7476,-0.278509062850129,245871.0,4255689.0
Europe & Central Asia,HRV,Croatia,2014,High income: nonOECD,3901.94409179688,166061.0,13467.4682686752,21980.9342870103,,,,68.57,-0.407343184777633,238785.0,4238389.0
Europe & Central Asia,HRV,Croatia,2015,High income: nonOECD,,162022.0,11638.0794784104,22602.188383077,,,,69.8031,-0.824099163913538,234636.0,4203604.0
Europe & Central Asia,HUN,Hungary,2010,Upper middle income,3883.81689453125,388950.0,13092.2337567695,21576.4982857201,4.79087018966675,0.965210020542145,24.7845096588135,65.0,-0.226013875689698,644296.0,10000023.0
Europe & Central Asia,HUN,Hungary,2011,Upper middle income,3823.53466796875,381927.0,14118.1226290277,22841.2103381104,4.61790990829468,1.08279001712799,28.2380409240723,68.01998789,-0.283360435946948,641828.0,9971727.0
Europe & Central Asia,HUN,Hungary,2012,Upper middle income,3823.5009765625,380757.0,12888.3045908829,23094.4733308159,,0.800920009613037,20.8435497283936,70.57999815,-0.516437606548041,636746.0,9920362.0
Europe & Central Asia,HUN,Hungary,2013,Upper middle income,3617.71118164063,359040.0,13667.7027865496,24463.1994713915,4.22427988052368,,24.8102893829346,72.6439,-0.27536875707442,629710.0,9893082.0
Europe & Central Asia,HUN,Hungary,2014,Upper middle income,3331.34814453125,329455.0,14201.4488320148,25645.0401757803,4.65934991836548,,22.9519100189208,75.65319745,-0.269378767165116,619360.0,9866468.0
Europe & Central Asia,HUN,Hungary,2015,Upper middle income,,307729.0,12483.8659406349,26688.9903921334,,,,72.8347,-0.237855001984657,605025.0,9843028.0
Europe & Central Asia,IMN,Isle of Man,2010,High income: nonOECD,,,73935.6789952084,,,,,,0.937289244745852,,80072.0
Europe & Central Asia,IMN,Isle of Man,2011,High income: nonOECD,,,76055.5420958002,,,,,,0.85431810837483,,80759.0
Europe & Central Asia,IMN,Isle of Man,2012,High income: nonOECD,,,79028.0449845933,,,,,,0.797956936528481,,81406.0
Europe & Central Asia,IMN,Isle of Man,2013,High income: nonOECD,,,82356.82336654,,,,,,0.742879091827188,,82013.0
Europe & Central Asia,IMN,Isle of Man,2014,High income: nonOECD,,,89941.6442851908,,,,,,0.701083653860315,,82590.0
Europe & Central Asia,IMN,Isle of Man,2015,High income: nonOECD,,,81672.0227049126,,,,,,0.69620267088381,,83167.0
Europe & Central Asia,IRL,Ireland,2010,High income: OECD,4201.75341796875,194009.0,48671.8881193463,43340.1579000254,6.06450986862183,1.35446000099182,31.4588508605957,69.85,0.544884384079014,307685.0,4560155.0
Europe & Central Asia,IRL,Ireland,2011,High income: OECD,4219.494140625,196321.0,52224.0109685972,45179.8308081804,5.78467988967896,1.25009000301361,29.1830196380615,74.88997297,0.364213883502402,298438.0,4576794.0
Europe & Central Asia,IRL,Ireland,2012,High income: OECD,4127.08740234375,192647.0,49177.4412960085,46501.9924071521,5.73676013946533,1.2353800535202,29.262149810791,76.91999254,0.220500758776072,284832.0,4586897.0
Europe & Central Asia,IRL,Ireland,2013,High income: OECD,4269.25244140625,199428.0,52060.4678610838,48333.9078296606,5.3245701789856,,25.2509098052979,78.2477,0.248160454124521,272560.0,4598294.0
Europe & Central Asia,IRL,Ireland,2014,High income: OECD,,203912.0,55899.1634809878,51631.2629634899,,,,79.69,0.410851014020406,262682.0,4617225.0
Europe & Central Asia,IRL,Ireland,2015,High income: OECD,,214632.0,62139.6749519648,69627.5409304109,,,,80.1224,1.28277238155032,256192.0,4676835.0
Europe & Central Asia,ISL,Iceland,2010,High income: OECD,5675.66552734375,18051.0,41676.4452733744,38410.6693030689,7.20557022094727,1.54840004444122,27.2812194824219,93.39,-0.143903000294037,23038.0,318041.0
Europe & Central Asia,ISL,Iceland,2011,High income: OECD,5870.16796875,18845.0,46000.0201705118,39465.8459368268,7.0496301651001,1.36870002746582,23.1697998046875,94.8196868,0.305468368224399,23282.0,319014.0
Europe & Central Asia,ISL,Iceland,2012,High income: OECD,5905.5615234375,19099.0,44333.8501759313,40486.9378230378,7.85978984832764,,25.656810760498,96.20979955,0.532100734916982,23227.0,320716.0
Europe & Central Asia,ISL,Iceland,2013,High income: OECD,,19097.0,47810.3088819968,42631.075490713,7.8058500289917,,25.6423892974854,96.5468,0.945885900369151,23501.0,323764.0
Europe & Central Asia,ISL,Iceland,2014,High income: OECD,,,52473.1135645153,44290.4645989139,,,,98.16,1.11250475522796,24132.0,327386.0
Europe & Central Asia,ISL,Iceland,2015,High income: OECD,,,50734.4435967226,47690.3815762723,,,,98.2,1.04194038662969,,330815.0
Europe & Central Asia,ITA,Italy,2010,High income: OECD,3323.48583984375,1980399.0,35849.3731979401,35075.7527751846,4.36466979980469,0.816089987754822,24.4450092315674,53.68,0.30759122234095,2991346.0,59277417.0
Europe & Central Asia,ITA,Italy,2011,High income: OECD,3296.92065429688,1967569.0,38334.6838499718,36347.3424784176,4.13766002655029,0.801400005817413,24.2062606811523,54.3899983,0.171978290995717,2973193.0,59379449.0
Europe & Central Asia,ITA,Italy,2012,High income: OECD,3223.9765625,1925930.0,34814.1251168487,36237.1104277204,,,,55.82999799,0.269541239520996,2961400.0,59539717.0
Europe & Central Asia,ITA,Italy,2013,High income: OECD,3133.10815429688,1872693.0,35370.2752583755,36131.1321123599,4.17669010162354,,26.2091007232666,58.4593,1.1592511168095,2951211.0,60233948.0
Europe & Central Asia,ITA,Italy,2014,High income: OECD,,1854360.0,35396.6657242265,36294.0725045516,4.07985019683838,,26.1886291503906,55.63846022,0.917504095962437,2938957.0,60789140.0
Europe & Central Asia,ITA,Italy,2015,High income: OECD,,1826477.0,30171.7419892586,37407.1635652094,,,,58.14173496,-0.0963761331392095,2922547.0,60730582.0
Europe & Central Asia,KAZ,Kazakhstan,2010,Upper middle income,4639.34423828125,756706.0,9070.64997199985,19690.3849700739,,,,31.6,1.41224046867424,1643373.0,16321581.0
Europe & Central Asia,KAZ,Kazakhstan,2011,Upper middle income,4799.7001953125,794557.0,11634.4242158163,21277.7063708818,,,,50.6,1.4296594023764,1639439.0,16556600.0
Europe & Central Asia,KAZ,Kazakhstan,2012,Upper middle income,4900.36669921875,824313.0,12387.1898225308,22392.2036717401,,,,53.31566912,1.40835255679721,1606103.0,16791425.0
Europe & Central Asia,KAZ,Kazakhstan,2013,Upper middle income,4570.00439453125,781450.0,13890.8560077898,23773.8193302949,,0.447990000247955,9.56968021392822,63.0,1.44178547815293,1558830.0,17035275.0
Europe & Central Asia,KAZ,Kazakhstan,2014,Upper middle income,4187.294921875,727401.0,12806.5651078094,24845.4541371741,,0.394749999046326,9.23243999481201,66.0,1.47972230364957,1500559.0,17289224.0
Europe & Central Asia,KAZ,Kazakhstan,2015,Upper middle income,3735.62866210938,658413.0,10509.9810699442,25096.6776050711,2.78749990463257,,11.3362798690796,72.9,1.46357757786993,1430092.0,17544126.0
Europe & Central Asia,KGZ,Kyrgyz Republic,2010,Lower middle income,4768.59375,260583.0,880.037775119109,2733.72933718566,5.82859992980957,0.902899980545044,18.8764896392822,16.3,1.19286442880631,620062.0,5447900.0
Europe & Central Asia,KGZ,Kyrgyz Republic,2011,Lower middle income,4661.09228515625,258869.0,1123.8831680627,2920.6032099095,6.79035997390747,,,17.5,1.21689072909974,628588.0,5514600.0
Europe & Central Asia,KGZ,Kyrgyz Republic,2012,Lower middle income,,270083.0,1177.97473487848,2922.70287320038,7.39545011520386,0.888040006160736,18.436559677124,19.8,1.66523655939962,617586.0,5607200.0
Europe & Central Asia,KGZ,Kyrgyz Republic,2013,Lower middle income,4953.3408203125,284604.0,1282.43716202467,3229.34934856528,6.78583002090454,0.866289973258972,17.4096603393555,23.0,1.98473866725772,601269.0,5719600.0
Europe & Central Asia,KGZ,Kyrgyz Republic,2014,Lower middle income,4584.83154296875,267920.0,1279.76978265986,3351.52867057666,5.52737998962402,,5.58523988723755,28.3,2.0061078993716,583477.0,5835500.0
Europe & Central Asia,KGZ,Kyrgyz Republic,2015,Lower middle income,,265382.0,1121.08283510739,3454.30123199724,,,,30.24704278,2.05902596620676,565829.0,5956900.0
Europe & Central Asia,LIE,Liechtenstein,2010,High income: nonOECD,2177.10034179688,787.0,141165.082856705,,,,,80.0,0.660454685156967,2185.0,36003.0
Europe & Central Asia,LIE,Liechtenstein,2011,High income: nonOECD,2697.73828125,984.0,158283.076259582,,2.55604004859924,,,85.0,0.722324532113412,2253.0,36264.0
Europe & Central Asia,LIE,Liechtenstein,2012,High income: nonOECD,2606.00463867188,960.0,149295.646043634,,,,,89.4077,0.771886429380682,2259.0,36545.0
Europe & Central Asia,LIE,Liechtenstein,2013,High income: nonOECD,,,173528.150454463,,,,,93.8,0.78769537410593,,36834.0
Europe & Central Asia,LIE,Liechtenstein,2014,High income: nonOECD,,830.0,179308.075615568,,,,,95.21,0.79231360522745,2214.0,37127.0
Europe & Central Asia,LIE,Liechtenstein,2015,High income: nonOECD,,750.0,168146.015281103,,,,,96.6411951,0.740644738157749,2236.0,37403.0
Europe & Central Asia,LTU,Lithuania,2010,High income: nonOECD,6448.4033203125,201373.0,11984.8685698823,20129.6880341734,5.29902982711791,1.24855005741119,16.7401504516602,62.12,-2.09694341985475,235078.0,3097282.0
Europe & Central Asia,LTU,Lithuania,2011,High income: nonOECD,6093.83935546875,187117.0,14357.7367898041,22854.2100696861,5.12227010726929,1.4575400352478,18.289400100708,63.6399774,-2.25846389882827,231681.0,3028115.0
Europe & Central Asia,LTU,Lithuania,2012,High income: nonOECD,5803.62109375,175066.0,14341.0830628051,24657.8789795793,4.76878976821899,1.382120013237,17.8173503875732,67.22998933,-1.34120198821595,226676.0,2987773.0
Europe & Central Asia,LTU,Lithuania,2013,High income: nonOECD,5388.166015625,159695.0,15712.8237625955,26717.0750117896,4.61250019073486,,18.6403007507324,68.4529,-1.01200736818103,221892.0,2957689.0
Europe & Central Asia,LTU,Lithuania,2014,High income: nonOECD,5087.3935546875,148389.0,16554.9713919032,28179.2347131502,,,,72.13,-0.859827343070249,216527.0,2932367.0
Europe & Central Asia,LTU,Lithuania,2015,High income: nonOECD,,140629.0,14252.4285255672,28936.2736340633,,,,71.378,-0.940753796646208,,2904910.0
Europe & Central Asia,LUX,Luxembourg,2010,High income: OECD,1058.4990234375,5376.0,104965.306078267,85779.0824032048,,,,90.62,1.8254058035237,29417.0,506953.0
Europe & Central Asia,LUX,Luxembourg,2011,High income: OECD,,,115761.507705096,92005.0168361444,,,,90.02985856,2.22266050326725,,518347.0
Europe & Central Asia,LUX,Luxembourg,2012,High income: OECD,1142.76806640625,6085.0,106749.013622989,91622.1774169388,4.14091014862061,,0.0,91.94992374,2.40154189982875,31354.0,530946.0
Europe & Central Asia,LUX,Luxembourg,2013,High income: OECD,,,113625.13289956,95590.5386984251,,,,93.7765,2.31117625275217,32873.0,543360.0
Europe & Central Asia,LUX,Luxembourg,2014,High income: OECD,,,119225.380022773,101876.730016616,4.08387994766235,,,94.67,2.35697870484045,34114.0,556319.0
Europe & Central Asia,LUX,Luxembourg,2015,High income: OECD,,,101446.786303182,103732.639290502,,,,97.3341,2.35995118136865,,569604.0
Europe & Central Asia,LVA,Latvia,2010,High income: nonOECD,5384.6435546875,112567.0,11326.2194746243,17592.6279271219,5.08097982406616,0.807799994945526,12.5171899795532,68.42,-2.08130508988111,159828.0,2097555.0
Europe & Central Asia,LVA,Latvia,2011,High income: nonOECD,5032.609375,103856.0,13702.6894696051,19773.2435328823,4.94513988494873,1.01354002952576,15.8448896408081,69.74995456,-1.82076700208005,154353.0,2059709.0
Europe & Central Asia,LVA,Latvia,2012,High income: nonOECD,4763.70703125,97041.0,13822.8055940347,21252.7178977079,6.60559988021851,0.962350010871887,22.1171207427979,73.11994377,-1.24035915329271,148017.0,2034319.0
Europe & Central Asia,LVA,Latvia,2013,High income: nonOECD,4695.8603515625,94474.0,15061.937447887,22741.6669490319,6.98929023742676,0.95608001947403,24.2363090515137,75.2344,-1.07103480329077,141101.0,2012647.0
Europe & Central Asia,LVA,Latvia,2014,High income: nonOECD,4507.54345703125,89671.0,15758.5297429218,23958.6059016814,5.28524017333984,,21.6726894378662,75.83,-0.941743354234222,133758.0,1993782.0
Europe & Central Asia,LVA,Latvia,2015,High income: nonOECD,,85881.0,13658.0850281401,24903.9830818359,,,,79.2006,-0.818626340945853,,1977527.0
Europe & Central Asia,MCO,Monaco,2010,High income: nonOECD,,,144246.368774966,,1.32021999359131,,,75.0,1.52118976126033,,37094.0
Europe & Central Asia,MCO,Monaco,2011,High income: nonOECD,,,162009.877819276,,1.59142005443572,,,80.3,1.08056983090994,,37497.0
Europe & Central Asia,MCO,Monaco,2012,High income: nonOECD,,,,,1.78004002571106,,,87.0,0.759833623829305,,37783.0
Europe & Central Asia,MCO,Monaco,2013,High income: nonOECD,,,,,1.33440005779266,,,90.7,0.496344446393332,,37971.0
Europe & Central Asia,MCO,Monaco,2014,High income: nonOECD,,,,,1.02195000648499,,,92.4,0.423111415291069,,38132.0
Europe & Central Asia,MCO,Monaco,2015,High income: nonOECD,,,,,,,,93.36330202,0.457882247932216,,38307.0
Europe & Central Asia,MDA,Moldova,2010,Lower middle income,3655.962890625,130168.0,1631.53583179532,3831.74918707843,9.11211013793945,1.63802003860474,44.824390411377,32.3,-0.0998646340688359,341242.0,3562045.0
Europe & Central Asia,MDA,Moldova,2011,Lower middle income,3623.7255859375,128988.0,1970.57137253336,4179.21480881512,8.55970001220703,1.55567002296448,42.9354095458984,38.0,-0.0578205867782477,326982.0,3559986.0
Europe & Central Asia,MDA,Moldova,2012,Lower middle income,3505.66381835938,124784.0,2046.53678665109,4226.95919772373,8.34895992279053,1.46633994579315,41.8279113769531,43.37,-0.0131188896045369,311115.0,3559519.0
Europe & Central Asia,MDA,Moldova,2013,Lower middle income,3442.28784179688,122464.0,2243.979662444,4700.2344391,,,,45.0,-0.0267768650049581,296687.0,3558566.0
Europe & Central Asia,MDA,Moldova,2014,Lower middle income,,116325.0,2244.76376248334,5017.0936356271,7.46784019470215,1.28685998916626,39.240348815918,46.6,-0.0609701011007674,280371.0,3556397.0
Europe & Central Asia,MDA,Moldova,2015,Lower middle income,,109395.0,1832.4990518988,5064.49533337451,,,,63.30662538,-0.0643836149210277,265435.0,3554108.0
Europe & Central Asia,MKD,Macedonia,2010,Upper middle income,2994.70092773438,61764.0,4542.90410449183,11295.6418211168,,,,51.9,0.07952013930695,157572.0,2070739.0
Europe & Central Asia,MKD,Macedonia,2011,Upper middle income,,,5064.04110600499,11611.7507233482,,,,56.7,0.0793604478112577,155951.0,2072383.0
Europe & Central Asia,MKD,Macedonia,2012,Upper middle income,3059.91967773438,63318.0,4698.6894759835,11841.0370657223,,,,57.44994731,0.0797314544221998,155016.0,2074036.0
Europe & Central Asia,MKD,Macedonia,2013,Upper middle income,2927.90063476563,60682.0,5211.49920049925,12666.9773281286,,,,65.24,0.0820767437079476,154208.0,2075739.0
Europe & Central Asia,MKD,Macedonia,2014,Upper middle income,,60572.0,5469.21789842179,13516.3600468116,,,,68.06,0.084560614915291,152982.0,2077495.0
Europe & Central Asia,MKD,Macedonia,2015,Upper middle income,,63543.0,4834.13672297387,14022.7728774425,,,,70.3802,0.087230504546974,151065.0,2079308.0
Europe & Central Asia,MNE,Montenegro,2010,Upper middle income,3824.41088867188,23786.0,6682.28115774575,13661.3695281813,,,,37.5,0.183239906425096,42978.0,619428.0
Europe & Central Asia,MNE,Montenegro,2011,Upper middle income,,,7318.74244854117,14472.394231417,,,,35.61154125,0.10504177223011,,620079.0
Europe & Central Asia,MNE,Montenegro,2012,Upper middle income,,,6586.7192089878,13863.8632458198,,,,56.83878255,0.0841474080023094,,620601.0
Europe & Central Asia,MNE,Montenegro,2013,Upper middle income,,,7186.42978682154,14883.5835891774,,,,60.31,0.097599636675676,,621207.0
Europe & Central Asia,MNE,Montenegro,2014,Upper middle income,,,7378.34528902948,15410.0375297712,,,,61.0,0.0970220113323688,42882.0,621810.0
Europe & Central Asia,MNE,Montenegro,2015,Upper middle income,,,6514.27269528653,16316.0303534865,,,,68.11958104,0.0561107244885728,,622159.0
Europe & Central Asia,NLD,Netherlands,2010,High income: OECD,3913.67114257813,650905.0,50338.2548273724,44585.5262255452,5.55150985717773,1.55833005905151,39.7789192199707,90.72,0.512923100553586,998953.0,16615394.0
Europe & Central Asia,NLD,Netherlands,2011,High income: OECD,4673.57958984375,780014.0,53540.6053553521,46066.6524059576,5.52555990219116,1.60566997528076,34.3628883361816,91.41999576,0.466428782200821,1004581.0,16693074.0
Europe & Central Asia,NLD,Netherlands,2012,High income: OECD,4738.56884765625,793678.0,49474.705606422,46707.2697077937,5.47703981399536,1.57630002498627,33.2764587402344,92.85999236,0.370055034770235,1011041.0,16754962.0
Europe & Central Asia,NLD,Netherlands,2013,High income: OECD,,,51574.489418462,48666.3178519249,5.58971977233887,1.62299001216888,,93.9564,0.294820793441482,1014988.0,16804432.0
Europe & Central Asia,NLD,Netherlands,2014,High income: OECD,,,52157.4068701887,49012.0217946553,5.52937984466553,,,91.666666,0.359828172726548,1016406.0,16865008.0
Europe & Central Asia,NLD,Netherlands,2015,High income: OECD,,842601.0,44746.3340485236,50054.1943631504,,,,91.72413793,0.443220089035769,,16939923.0
Europe & Central Asia,NOR,Norway,2010,High income: OECD,4594.03955078125,224706.0,87770.2668443401,58077.5889980622,6.75018978118896,1.99974000453949,43.5111808776855,93.39,1.24566617956207,308294.0,4889252.0
Europe & Central Asia,NOR,Norway,2011,High income: OECD,4637.57666015625,229743.0,100711.224780553,62145.0261549128,6.46073007583618,1.92985999584198,41.6062088012695,93.48998265,1.297189390693,314347.0,4953088.0
Europe & Central Asia,NOR,Norway,2012,High income: OECD,4747.0419921875,238224.0,101668.170658652,65447.4958248933,7.35993003845215,,,94.64997805,1.31344098868985,325214.0,5018573.0
Europe & Central Asia,NOR,Norway,2013,High income: OECD,5024.4619140625,255416.0,103059.24822759,67056.1170397877,7.37329006195068,,38.0238304138184,95.0534,1.20914158930136,335553.0,5079623.0
Europe & Central Asia,NOR,Norway,2014,High income: OECD,5132.255859375,264207.0,97199.9190963458,65787.0475671611,,,,96.3,1.12773667734928,344095.0,5137232.0
Europe & Central Asia,NOR,Norway,2015,High income: OECD,,268231.0,74521.56993249,62066.808188076,,,,96.8103,0.995084736958414,349731.0,5188607.0
Europe & Central Asia,POL,Poland,2010,High income: OECD,5570.171875,2148676.0,12597.8623899641,21089.025670847,5.05200004577637,1.15448999404907,20.4372291564941,62.32,-0.285609121534849,2936439.0,38042794.0
Europe & Central Asia,POL,Poland,2011,High income: OECD,5390.27392578125,2080334.0,13890.6962382966,22850.6388460286,4.81036996841431,1.10029995441437,20.1285305023193,61.94999897,0.0537697088781007,2842578.0,38063255.0
Europe & Central Asia,POL,Poland,2012,High income: OECD,5198.75341796875,2007212.0,13143.5212186872,23833.2097049187,4.81011009216309,1.12565994262695,21.3117809295654,62.30999727,-0.0002390760032983,2755328.0,38063164.0
Europe & Central Asia,POL,Poland,2013,High income: OECD,4926.9345703125,1902718.0,13780.1906069881,24719.2475053521,4.93087005615234,,24.1202907562256,62.8492,-0.0603600174744649,2673908.0,38040196.0
Europe & Central Asia,POL,Poland,2014,High income: OECD,,1762666.0,14339.6745464524,25708.4581277596,4.91174983978271,,25.5090599060059,66.6,-0.0748462292920506,2587832.0,38011735.0
Europe & Central Asia,POL,Poland,2015,High income: OECD,,,12564.48352518,26856.8343762385,,,,67.997,-0.0666411009657168,2587832.0,37986412.0
Europe & Central Asia,PRT,Portugal,2010,High income: OECD,3624.30712890625,383627.0,22538.6540773482,27360.9611166887,5.40079021453857,1.08889997005463,30.0111808776855,53.3,0.0459100367184907,584261.0,10573100.0
Europe & Central Asia,PRT,Portugal,2011,High income: OECD,3752.92553710938,396268.0,23196.1837500759,26780.2149060404,5.12613010406494,1.00880002975464,26.8770408630371,55.24999688,-0.147084878575482,578441.0,10557560.0
